Stance,Tweet
-1,almost there! which state will lead the charge to ?
0,we've been tolerating you @senatemajldr blocking president obama's nominee. your turn. no #scotus noms for republicans now.
-1,amazing turnout at #march4lifechi! @march4lifechi
-1,RT @LisetteHasHope: Yes I will be at @theRallyforLife! Counting down to it. Looking forward to standing up for the right to life ...
0,@clairecmc the nra on tv has been excoriating you. and will continue no matter what. glad you are standing against a nominee who is wrong for .
-1,"Life is #precious & so are babies, mothers, & fathers. Please support the sanctity of Human Life. Think"
-1,"RT @TheKeyisPrayer: ""No law can give me the right to do what is wrong."" -Abraham Lincoln"
1,another gop assault on health care and #reprorights. this sinister move will limit access to vital care for millions of women.
0,"breaking: #scotus denies stay of execution for christopher wilkins, set to die in texas tonight. background:"
-1,They haven't eliminated #murder. They just call it by a different .
-1,@DarkTechMonitor @Colonel_Ted @chrisgeidner Ginsburg already supports the death penalty..i.e.
-1,"if @t2trainspotting changed your life, this review of it written by @matthew5thomas will change it even further."
0,"love is beautiful: no matter your gender, sexual orientation, race or religion #loveislove &amp; will always win. #lovewins rt if you agree"
0,thank you senator @clairecmc for standing up for working americans and voting no on gorsuch's nomination.
0,"@BBCNewshour ""if u had been my wife I would have blow your head off."" Yep, that sound like"
1,ALSO what the fuck gives a man the right to tell a woman what to do with her body? If she wants to get an abortion so be it Texas.
0,"senate democrats vow to filibuster trump effort to fill a ""stolen"" #scotus seat."
-1,check out our latest t-shirt in our online store. what do you think? kind of western-y?
0,"""the goal of conflict is not to win. the goal of conflict is to understand."" - dr. jim coffield"
0,tomorrow @ 8pm ct we'll analyze @potus's #scotus nomination. we'll be streaming on @periscopeco &amp; facebook:
0,#marriageequality is law.
-1,keep me safe lord from the hands of the wicked;
-1,"We all are sinners, but what right do humans have to kill another human being? Is that what God wanted us to do?"
1,"""promiscuous party girl"" stereotype is dangerous. assumes some women don't deserve safety or justice."
0,"sessions says #vra was important, yet criticized law as ""intrusive"" &amp; agreed w/ #scotus decision gutting it in 2013"
-1,1) who is @tomilahren 2) @tomilahren needs a biology lesson. not your body. in your body.
0,"#dating #love find love internet dating, #matchmaking, #marriage, #singles, compatibility"
0,schumer gets tough on #scotus - tell senate dems keep it up! via @peoplefor
1,@ubiquity75 @Aaron_Hamm well said. Men are playing political football with women's right to have control over our bodies.
-1,"mt @amenditusa: new mood,new plan. let america decide!"
0,alliance defending freedom is backing a bakery that refused to sell a wedding cake to a gay couple in #scotus case
-1,the #prolifegen stands in defense of baby .
1,as a @kellenberg alumna and a decent human being i am completely disgusted by the institute's perpetuation of
-1,aaron judge was adopted the day after he was born by two school teachers.
1,thanks to our co legislators &amp; activists working tirelessly to protect #reprorights. you are appreciated!
-1,Every human person - is a being of inestimable worth created in the image and likeness of God. -St. JPII
1,"well, #naked&amp;unashamed isn’t holding anything back. read this short post on #rapeculture. we must repent."
1,“professors &amp; staff arrested for trading in child rape” by @lorihandrahan2
-1,@zakzales @hillaryclinton omg! she and all other babies are beautiful!!! thank you lord for life!
1,"@LifeMattersJrnl Once again, whose body do you have a ""right"" to use w/out consent? Still waiting."
1,less than 2 days after the historic #womensmarch and trump is already attacking #reprorights with his
0,"breaking: hatch meets with trump, discusses supreme court and key utah issues."
0,confirm judge neil gorsuch to the supreme court
0,"""if you are a righteous man or woman you must make good on your word!""--- @minishmael"
-1,amazing new technology shows life in the womb at 20 weeks in incredible detail.
0,@PnkGlitterChemE @SayNoToSuicide4 Being #Gay is a #Choice Just like
0,"germany passes #marriage equality law. dutch mfa koenders: ‘wunderbar! congratulations germany, another victory for equality.’"
0,"husband: ""you need mittens for your feet."" socks. he meant socks."
-1,#rally4life more like rally for people who think they have the right to authorise other people's decisions
0,"bernie sanders: democrats might not ""do the right thing"" on #scotus picks"
0,Findin budget compromise a 'process' #Brownback says
0,cultivating a #marriage overflowing with .
0,sen. mccaskill says she will oppose trump #scotus nominee gorsuch
0,"to increase public interest, all #scotus opinions will now be released via videos of justices reading their opinions while riding in cars."
0,"watch: senator patrick leahy, on the supreme court vacancy:"
1,(•_•) &lt;) )my body. / \ \(•_•) ( (&gt; my choice. / \ (•_•) &lt;) )&gt; my rules. / \ →
0,just saying...
0,happy pride weston-super-mare
0,#bristolpalin is more proof that #abstinence only education doesn't work. Affordable access to contraception
0,#scotus allows @potus to move forward with restrictions on refugee admissions
1,make sure you're not falling for the myths that might make you doubt .
1,pathetic bastards.
1,enslaved women were not mistresses—they were victims of rape. #slavery #rapeculture #blackhistorymonth @teenvogue
0,"why potus moved up #scotus announcement from thurs to tues? ""because he wanted to."""
-1,@eilistweets Surprised? A poll sponsored by biased @AmnestyIreland was always going to give a pro-abortion result
-1,epic #chooselife motivational start to @nclstartupweek thanks for the book @bradburton !
1,"w/o reproductive rights to our own bodies, women cannot have economic freedom &amp; equality. please support #reprorights @sensanders @tomperez"
0,"wills: you wanna do something tonight? me: eh, maybe... what were you thinking? {aka: do i have to wash my hair?}"
0,"@sulliview @susan_hennessey @futuretensenow this seems unenforceable, does it look like a future case for ?"
0,"""i don't judge people. i serve everyone who walks in. i just don't make cakes for every event that's asked of me."""
0,"[podcast] courthouse steps: trinity lutheran church of columbia, inc. v. comer - decided"
0,today we marched for love. for refugees. for immigrants. for women. for equality. for climate change.
0,"@kilcurry he is still waiting for an answer, instead of wealding his authority to put a stop to it and disobey the government."
0,some insight into the forthcoming #scotus e-filing system.
-1,"Abortion does not make you un-pregnant, it makes you the mother of a dead child.isright"
-1,"see, i set before you today life and prosperity, death and destruction. [deuteronomy 30:15]"
1,"famous football-playing rapist jameis winston tells elementary school girls to be ""silent"""
0,"claire mccaskill backs filibuster of neil gorsuch, makes nuclear option likely"
0,surround yourself with !!!
-1,"Put into perspective: Est 32,000 rape-caused pregnancies/yr = 22x less than est 730,000 abortions/yr."
-1,our voice is getting stronger!
0,long term couples need to work out a lot of things. try these 7. #marriage #cohabitation @goodmenproject
1,when @nysassembly speaker @carlheastie speaks up for #reprorights &amp; gets all the applause. @nysa_majority
0,"don't go home when there's a fascist in the white house. 4pm: , ."
-1,#ussenate we want #prolife #budget #now rt
1,a new freedom for women in northern ireland - a good decision #abortionrights #westminster @bbcwalesnews
-1,"mothers, fathers &amp; babies deserve better then abortion"
1,"my thread on sanders, the dnc &amp; #reprorights has gone viral is because it's vital to all women. men dismissing it are not progressives."
-1,"How dare you say my sexual preference is a choice, how dare you say dismembering my preborn isn't."
0,"announcer after john jay of the #cubs threw out dustin pedroia at second base: ""motion denied."" #scotus (cc @jrud)"
0,"#homosexuality is not a choice, but #homophobia is. @wipehomophobia retweet if you agree."
-1,that's a lot of baby socks. join the campaign and #sockit2pp gen
1,@m_lonz @LifeNewsHQ Captors have already been born and are no longer part of the body of a pregnant woman. That's the difference.
0,check out the @canariestrust #lovewins #norwichpride2017 @norwichpride logo!
-1,"@LifeNewsHQ I would consider this, to be dispersal of a chemical weapon, one that kills children."
0,"#scotus also grants important admin/enviro case nat'l ass'n of manufacturers v. dod, involving jurisdiction &amp; ""waters of the us"" rule"
0,#scotus link of the day: gabe roth examines the justices' ot 2016 recusals
0,we will keep pressing the courts to rule on the govt's improper implementation of the #scotus stay -- before it's too late
-1,you have to be one sick individual to advertise that.
-1,clear for all to see
1,@anthonyfolsomsr @debi129 @cleo_peterson @robent805 @cindydpishere @granisnark12 @oceanthinker73 @msgdi8511 @kevindarryl @tedlieu @sunflowersoul71 @puppymnkey @tomperez there is no #equalityforall without the keystone of #reprorights paving the way to understand not all #civilrights are genderless.
0,stayed up late (8pm) last night so i could celebrate my husband's 10 yr anniversary with @hirestrategy! our 12th is next month.
0,must read: ldf founder and #scotus justice thurgood marshall’s concurring opinion in furman v. georgia
0,"#scotus is to obey, defend constitution, not social justice!"
1,lawmakers are still citing thoroughly discredited videos to justify pushing their anti-choice agenda
0,"if #presidenttrump tries to #censor the press, #scotus will spank the fuck out of him."
-1,"march for life’s young generation brings joy, promise #whywemarch #prolifegen via @washtimes @rebeccahagelin"
1,here's why the war on science is also a war on .
1,an important development in irish women's reproductive rights and healthcare
1,"truly disturbing #maleviolence #rapeculture ""your bodies belong to us"""
-1,stunning images of preborn children show that human life begins at fertilization
0,new poll: vast majority of americans want #scotus nominees who apply constitution as originally written..
0,me and my girl stella !!!!! getting the pride vibes !
0,thankx dawling! now let's all move on and have fun n enjoy 2017!
0,work together with your husband/wife to have the kind of #marriage that makes your kids want to grow up &amp; get married someday!
1,"@TheFullBug Dehumanizing? Why are you dehumanizing the pregnant person? They're more than walking incubators, and have rights!"
0,They may need to figure out how to get out of school or work that day.
0,buckle-up snowflakes. where we’ll soon cripple you is #trump #scotus picks over 8 yrs. a death-blow to the alt-left progressive disfunction.
0,choose a wife rather by your ear than your eye. ~
-1,"@Cody_Fulk92 @ntfem @brettzawesome Actually, child-murder is far worse these days. We live in more savage times."
-1,"because it is settled that [abortion] is constitutional, it necessarily follows that there must be a means of carrying it out."
0,“never stop courting your spouse.” ~ frank sonnenberg @fsonnenberg
0,"due to #charlesmanson's health scare, the @realdonaldtrump team is frantically trying to get in touch with their #2 #scotus pick, meat loaf."
0,"""because jesus glory testifies who he is, i don't need to worry about presenting myself wrong if i reflect him."""
-1,every life matters and life empowers women we're the
0,“good girl. come for me. say my fucking name.”
-1,sign the petition: the us supreme court must repeal roe v. wade
1,sign the petition: tell @senatedems to stand their ground on
0,breaking: @thejusticedept asks #scotus to reverse last night's trial court ruling expanding exemptions from the .
-1,Both Democrats and #IslamicState murder by dismemberment. The only difference is the age of their victims.
0,"@CrushTheCFR Yes, heard you the first 500 times you tweeted SIX kids. she is probably also"
0,#zindagikimehak past month was #marriage n assertive timelines by #shaurya #chachi this month it seems #accident #revenge🤔luv goes poof🤦‍
-1,mt @humancoalition: i chose not to view your life as optional.
1,"#tomprice says more choice the public &amp; their doctors have n their treatment, the better. unless you're a woman."
-1,it was epic! #trainspottinglive #chooselife #5stars fan shot with sick boy @ artsdepot
-1,#ProLifeYouth know that life begins at conception.
0,church membership doesn’t disqualify a person from jury service. 525 faith leaders speak:
0,what wisdom can #judaism offer to the young couple embarking on a modern #marriage? @rabbiwolpe has some tips.
0,we need a justice who will set #scotus back on course for democracy. some of us don't have a lifetime to wait.
0,"this week, #scotus made two decisions that could profoundly affect the future of educational freedom in the us:"
-1,mt @testisfidelis: women are not ragdolls. they can practice selfmastery.
1,over 300 world leaders are opposing #trumpglobalgag. join us in supporting the #reprorights of women everywhere.
0,"that was obama's seat to fill. i'm cool if they block it for four years. trump didn't get a mandate, anyway."
-1,Do to others whatever you would have them do to you. This is the law and the prophets. Mt 7:12
-1,@slu_ryan you have to go see #trainspottinglive when it comes to brissy.. live nudity and swearing - right up your street!
0,today i will meet with @potus to discuss the #scotus vacancy as part of his consultations w senate. i appreciate his soliciting our advice.
1,.@reptomprice poses a grave threat to #reprorights. tell senators: oppose price as hhs secretary!
-1,pd sid @polscotdogs &amp; @cluedupproject presented to our choices for life youth group tonight helping raise awareness about drugs
0,@BuckSexton of course we want the Feds to puff puff pass!
-1,having a drink with 'spud' @domeedinburgh after my chat with him for @wearestv2 ewen bremner was brilliant. thanks mate.
-1,Idiot: how would you feel if your mom aborted you? Me: nothing cause I would be fucking dead.
0,"breaking: #scotus will decide whether the nlra bans individual arbitration agreements, as the nlrb, 7th, and 9th circuits have held"
-1,@kask_cycling saved my life on sunday. i was in 1 of the worst crashes of my life.always wear a helmet
1,also holy ish this is horrible.
1,3) @berniesanders you demand purity on economic issues but not women's #reprorights. non-starter 4 progs/libs/dems @tomperez @keithellison
-1,u.....n.......i.......t......e........d yaaaaanited are the team for me...
-1,halt this madness_outlaw abortion!
-1,Hadn't seen October Baby until the other night. Had me crying thru the whole thing...I don't cry at movies. So touching!
-1,i'll choose these refugees over fear all day...every day.
0,secret to 80 years of #marriage: 'put god first'
0,"#scotus link of the day: @marybethfaller reports justice sotomayor calls confirmation process ""essentially useless"""
-1,taxpayers are funding animal tests for homemade abortions:
0,wedding cake tasting. fun! #gaydads #lovewins @notoriousngd
0,"yes indeed. certainly our lord did not say “blessed are those who write my name on their guns, or speak my name as they fire them”"
1,sometimes the language we use is #victimblaming without us even realising it.
-1,@StevenWHawkins @AmnestyOnline & yet Amnesty advocates child murder!
1,Americans clearly support family planning. Cutting Title X is wrong
0,rip 60 vote threshold filibuster for #scotus justices.
0,"#ca9 judges kozinski, reinhardt, and watford hold discussion and q&amp;a after the play. @edward_gero"
1,I would never expect an 11 year old girl to have to carry a pregnancy to term
0,sounds like @justicewillett identified yet another split for #scotus to resolve. let freedom ring
0,@SteveStfler too many people are taking this to seriously
0,Dude i won a #freeshirt from @abort73 ! I never win anything lol
1,"an anti-choice agenda doesn't ""open the tent""--it slams a long fought-for door in the faces of women (&amp; men)who fought for #reprorights. 18/"
0,at the rally at #scotus with hundreds in the cold...this is what america looks like.
0,"#otd 36 years ago #gop president ronald reagan @ronaldreagan40 nominated the first woman, sandra day o’connor @oconnorhouse, to the"
-1,"I am a man, but I feel most qualified to make healthcare decisions for women."
0,one year ago today - @justintrudeau became the 1st sitting prime minister ever to march in a pride parade.
0,earlier today hatch issued the following statement on president trump's coming supreme court nomination.
-1,@Niall250 good thing is that #DUP have consistently said ALL murder was + is wrong. SF were pro murder...still are.
-1,"We can be the generation that ends abortion. I don't care whose toes we step on or who we offend, it's time to put an end to"
0,"discussion on supreme court nomination process, @fedsoc, @georgetownlaw &amp; @acslaw host – live on c-span3"
1,we need your help now. #reprorights are under attack. sign the petition to protect !
0,"more people turned out to march for equality, humanity and peace at the #womensmarch than showed up for the inauguration. fact."
0,"#lovewins #truthwins run cdc run run pan run run offit run run dorit, poland, destefano, boyle, gerberding, &amp; the rest of the liars"
0,#scotus overturns an order by district judge derrick watson of honolulu to allow @potus to restrict refugees.
0,we won't go back. stop the attacks on marriage equality.
1,"#whatwomenwant, on #valentinesday &amp; every day, is respect. respect for our bodies, our #reprorights, and our work at the office &amp; at home."
-1,rabbis resist the @nra-#trump agenda to make it even easier for dangerous people to get guns #chooselife #disarmhate #nraam @rabbisagstgunv
0,#scotus link of the day: @lylden charts the byzantine path the legal maneuverings over the travel ban have taken
0,the very front of #womensmarch #oakland! proud to be here in full support of !
0,Part of our celebration will be dancing our butts off to a LGBTQIA pride inspired playlist. What songs should we add to our list?
0,#scotus link of the day: @adamsfeldman analyzes citations to scotus cases in signed majority opinions last term
-1,Next time just keep the baby
-1,We must love our neighbor as being made in the image of God and as an object of His love. ~ Saint Vincent de Paul
0,A little VAN action before work
0,absolutely love singing with these glorious humans. we are @overthewater_
-1,The #right to #life should be the #first among #humanrights -Pope Francisyouthgen
0,birth of another drama couple: song hye kyo &amp; song joong ki are getting married!
0,"intentionality, the best resolution in repairing or enhancing your #marriage. let us help! order now!"
1,women cannot be empowered without access to reproductive health care and bodily autonomy.
1,nevada’s @rattijulia fighting to protect women’s #reprorights from 4/
-1,"#Mozambique's new penal code takes effect on Wednesday containing several significant new elements,including #decriminalisation of"
-1,"choose life if you're reading this hashtag, thank your mother for choosing life!"
1,we're talking children-its sexual violence &amp; assault not prostitution. there is no consent.
-1,@Esmerald_Kiczek Rock on girl! We all know .
0,obama may try to sneak in garland to become #scotus but is unlikely
0,"#scotus rules against *45 again. administration must broaden exemptions, including for grandparents!"
0,am i the only one who thinks this means it's likely to be neither one of them?
-1,@reaganbattalion 1) who is @tomilahren 2) @tomilahren needs a biology lesson. not your body. in your body.
-1,a new dryvve through event at the @cairncentrehub brought to you by @justbeedramatic
-1,today has been a really good day. i've even been satisfied at myself in fitting room and that never happens.
-1,holiday in #oz just getting better @carlycarlzb74 took me to #trainspottinglive #omfg #chooselife great cast - blown away
-1,congress must de-fund planned parenthood immediately petition #prolife #prolifegen #defundpp @lifesite @sflofmass
-1,this #chooselife sign isn't even some kind of fucked up marketing campaign for #trainspotting2— which opens in theaters today in the uk!
1,she doesn't owe you anything!
0,i admire this man now more than ever. he knows the pros &amp; cons once he gets married but he still chose to follow his heart
-1,"""it is a poverty to decide that a child must die so that you may live as you wish."" -mother teresa"
1,“my college told me if i spoke about my rape they’d punish me for ‘retaliation.’”
0,@LifeNewsHQ What could have happened in her past to make her the cruel & frighteningly hard-hearted woman she is?
0,"sen jeff merkley (d) vows to filibuster any trump #scotus pick that is not merrick garland: “this is a stolen seat"""
-1,watch #ewtn #prolife weekly #friday at 11pmet!
0,"check out @tiffany_muller's blog about trump’s #scotus nominee, neil gorsuch, who believes corporations are people"
1,engineering cheers #rapeculture @sacha_tweets
0,because #lovewins and we should never give up
-1,"need another hit of trainspotting? the sequel, #t2trainspotting is out now. here's my review"
0,"remember that it's all about hearts, not parts."
0,ty @potus @realdonaldtrump for again giving recognition to our great italian-american justice antonin scalia of the #scotus at
0,love wins!!!
-1,@UberFacts because a good percent utilized that wonderful gift of choice ( ).
0,How ironic is it that im sitting in @PPact & swiping on @Tinder right now?
1,"this is why we fight. for #reprorights, for the #socialsafetynet, for #affordablehousing, to #saveourcare. for everything."
-1,RT @alvedaking: The most disturbing thing we to this planet is to flood our streets with the #blood of #children from ...
0,"today, adf asks #scotus to hear barronelle's case."
1,"today, at @morehouse we told the world that @itsonusauc! today, we said no to #rapeculture and no to !"
0,i'm old enough to remember when this guy said the senate would block any of the president's #scotus nominations. and did so.
-1,ever wonder where pregnant women and their families would go when planned parenthood is defunded?
0,today #scotus reviews #constitution &amp; a disparaging #trademark for the slants band; @ahoweblogger previews lee v tam
0,"alt. to ""sit back &amp; watch it fail"" is ""get up &amp; work so fewer people fail"" and that starts with me. that's how"
1,Now we just need to give women everywhere their rightful choice
0,@AndySwan lol. I don't know about that.
0,@gaz_dance I'm good like this. I've always been
1,on air: a conversation with @kholofelo_masha &amp; @mmatshilo on #rapeculture in #southafrica. @genderlinks @genderprotocol @menengageafrica
0,here it is: the official #scotus in and out list for 2017.
0,spouses often lie when they feel there’s not enough safety in the relationship to be honest.
-1,The #rally4life shows yet again what little support these people have.
0,"new poll: 89% of americans ""see protecting religious freedom as a priority"" for the supreme court"
-1,this is not just once a year! a movement is coming! a generation is coming!
1,.@gadsaad on #patriarchy and
0,#communication and #trust help build a good #relationship. find out more at.
-1,thank you @hobbnobbin for this great piece: make “pro-life” “anti-abortion” again via @phc_news
0,".@google honors fred korematsu's birthday with well-timed doodle, depicting him w/ cong medal of freedom"
1,this is what it looks like when lawmakers prioritize their religious beliefs above all else
-1,The day that love will truly win is the day that the injustice known as abortion is abolished.
0,i found myself very emotional at #londoneuston #train #station today …
-1,@LibertyBleeds every one in Congress should attend an abortion procedure especially partial birth that they VOTE FOR
1,are these #male acceptable 🤔 cir-cum-stances
0,.@realdonaldtrump’s #scotus pick #gorsuch has a record to the right of anti-lgbtq scalia.
-1,ya beauty! our @irvinewelsh #trainspottinglive hits my home town of falkirk! only pre fringe scottish date. @falkirkcultural
1,.@senatordurbin is right - we should be clear &amp; unequivocal in our support of #reprorights for all.
-1,mt @amenditusa: halt this madness_outlaw abortion!
0,be my #1 #gay islove #lgbt #lgbtq wins 2017
0,neil gorsuch is not the independent voice missouri needs on #scotus: @naralmissouri
0,trump admin appeals hawaii judge's flip flop travel ban ruling to #scotus via @redstate
0,"me, on trump, the executive order debate, and the coming #scotus nomination:"
0,"@beckaviau @MikeRedmondNDP duh.... Planned pregnancy around election date, new fad. Get with the times."
0,this was sent in by one of our group members on holiday in america. what a lovely prayer from the diocese of superior @cathherald
-1,"@freedomchild3 one of my friend's sisters was told her baby would have #downsyndrome &amp; to #abort. she chose #life &amp; the baby, did not have ds! !"
1,plz sign/share/rt open letter 2 dnc stating it's not ok to throw #women's #reprorights under the bus!
1,ohhh... burn!
0,retweeted splc (@splcenter): there were 5-hour lines to vote in az because #scotus gutted the voting rights act...
0,You know what's best You know what's best for your well being You know what's best for your life...
0,@6tito_m8 @brettcateley @juansge @rey4united @1f_st ⏸#lovewins #⃣ #1first 1⃣ f. i. r. s. t. ⏸
-1,RT @RogerIsCatholic: Save the Baby Humans!
0,Watch out for censorship in your news and media!
0,"circumstances were different, but before obama named garland, 66% of republicans opposed senate hearings."
0,supreme court decision could hinder trump recess appointments. constitution daily:
0,"my report: hawaii judge leaves rules for trump’s travel ban in place, says #scotus should resolve questions"
-1,brilliant approach to reach out &amp; convert #abortion advocates! #wednesdaywisdom #prolife #prolifegen @pattiarmstrong
0,it's never too late to get your #marriage back on track! now is the time to protect your legacy! order @
-1,mt @karee_news: you can do something try to touch hardened hearts and
-1,it takes a strong woman to !
0,"there aren't many guys i'd spend 8 hours selling merch for, but for @loveandtheft, i'd do it again every time. love you both!"
0,our dude @bradaustin 1st radio station to add #lovewins w/ @stormewarren n @sxmthehighway
-1,in honor of floor director @realtexasdragon wham's #wakemeupbeforeyougogo blaring pre-show in the studio!
-1,@t2trainspotting is by one of the best films i've seen in recent years!
0,"i understand her concerns, but bottom line is this is a stolen #scotus seat. extraordinary treatment of garland by gop warrants filibuster."
-1,abortion clinics... back alleys with a profit center and air conditioning?
0,hey @clairecmc: our freedom is on the line. vote to #confirmgorsuch to the supreme court!
0,"#scotus ""will inevitably have to settle"" question, g.g. says, and taking more time ""would impose enormous costs on individual students"""
0,thanks to our supreme court clinic for hosting an open session w/ veteran #scotus reporter @tonymauro of @thenlj
1,take action against :
1,congress proposes 'rape free zone' legislation to curb sexual assault -
0,Someone snitched on the mom having sex with and playing naked twister with teens. I bet it was her Cock blocking ass children.
1,it's necessary to never forget this.
0,@WildChild69 @AnnieJMJ @binghamrk Jesus says to trust him in ALL things not to put trust in men or the world.
1,RT @rxchelredekop: Consenting to sex is not consenting to being pregnant!!! Like!!! No!!!!
-1,"Abortion has nothing to do with feminism. Its about the BABYS body, not yours.isright"
0,"side-by-side, hand-in-hand, for 10 years now."
-1,today the house of representatives passed hr 7 making the hyde amendment permanent &amp; blocking taxes from funding abortions!
0,it's my first time witnessing marriage proposal
0,"mccaskill says gorsuch “always puts the little guy under the boot of corporations."" says she'll filibuster"
-1,"Lord Jesus,Touch my life with your saving power, heal and restore me to fullnessof life."
-1,We should not deny the basic human right to life for unborn babies.
0,great to see you today @lavoixtheshow - @iwpride looking good! enjoy the rest of the day!
0,if you're going to #prideinlondon have a fantastic time and remember #lovewins always!
1,"in his 1st week, trump has endangered our healthcare, our homes, our #reprorights &amp; now our planet. the american people won’t stand for it."
0,3.1.1805: the #senate ended the impeachment trial of #scotus justice samuel chase by acquitting him on all counts.
0,this is just amazing!!! what a fantastic woman!
0,So happy that America is making it possible for ALL of its people to be married to the ones they love!
0,Parents have left their role to the teachers! Parents need to have skills to reach out to their own children it's important!
1,"As good a time as any to say: when too many men are adjudicating on women's reproductive systems, the results are never good"
0,@Scullybones027 And where is @AmnestyIreland ? Nowhere to be seen - cause they only care about
-1,my wife's ex-left her pregnant abused &amp; alone. i adopted her daughter &amp; now have a grandson.
0,Just been having rather horrible discussion with @Tim_Hallan - reminder that we have a long way to go.
-1,Just laid down the law on abortion in my bioethics class.
0,threw on some rainbow bracelets today in honor of #youcanplay game today! #lovewins@nyriveters @nwhl
-1,mt @patrioticgirl86: keep me safe lord from the hands of the wicked.
1,norway pledges $10 million to counter trump's global anti-abortion move
-1,"Your body belongs to you. It doesn't belong to the church, the state or an embryo."
-1,"Preach! 'Black Sheriff Says if #BlackLivesMatter, They'd Protest at Abortion Clinics'."
-1,Those who wonder what they would have done had they lived at the time of some terrible injustice now know the answer -P. Hitchens
0,"take a study break &amp; and join us in breaking down the #scotus nomination, confirmation, and the future of the court!"
-1,#ProLifeYouth if you are truly a feminist you would be fighting for the woman's life that is in the womb.
0,"if we are unfaithful, he (jesus) remains faithful, for he cannot deny who he is. (2 tim 2:13 nlt) #godisfaithful! that's how !"
-1,"'Amen, I say to you, whatever you did for one of these least brothers of mine, you did for Me.' Mt 25:40"
0,the queer dance party in front of mike pence's new home happened last night
0,rt if you're glad justice #gorsuch follows and respects the constitution!
0,thank you @johnpavlovitz for stating so simply what we are feeling
0,dear @team_barrowman &amp; @scottmale: wishing you &amp; all your loved ones a very #happynewyear may all your hopes &amp; dreams come true
0,the @potus #scotus nomination: @edwhelaneppc will be on the case - should be your go-to.
-1,PRAYERS FOR BABIES Three babies in urgent need of prayer and intervention in Dallas TX And another in Montgomery AL
1,northern irish people will be able to access free abortions in uk. thank you @stellacreasy for your work!
-1,@notmuchelse It is no less your child before or after birth. One continuum of life.
-1,If u come 2 this country 4 bettwr life fucking adapt 2 USA WAYS
-1,verdict: a worthy follow-up to an all time fave. and i'm still madly in love with @mcgregor_ewan
-1,"mt @amenditusa: new mood,new plan. let america decide!"
1,icymi: how victim-blaming newspaper headlines perpetuate rape culture.
1,when politicians actively block #reprorights in public policy a relentless push 4 change is the only language they understand
1,"@LogicOfLife7 No one is advocating ""punishment"". Would you force ppl to give birth against their wills?"
0,"if removing the hijab is a condition for your #marriage, avoid him. love is something that should enrich your values, not compromise them."
-1,just a little late-night chalking
-1,@DardenMBA As a former fetus I oppose
0,how much do you really know about #relationships? find out more at.
0,@Britt_Ghiroli @mboyle1 But the Mayor of Baltimore said to give rioters to rioters.
0,"women, have you shown your husband you appreciate him lately? he needs you to. #marriage #love / pic by @jeffkmarsh"
0, #scotus rejects #texas voter id appeal please replace #scalia soon @realdonaldtrump @govabbott @learjetter
-1,mt @politicsiswar: for convenience...
0,#scotus: automatic life w/o parole for kids = unconstitutional. so what abt kids sentenced b/f ruling? you can help:
0,Follow #Patriot --> @Enuffis2Much. Thanks for following back!!
-1,.@giannaberettamo @GiaMolla @sphcs_news Happy feast of St. Gianna Beretta Molla! May she pray for us!
0,"discussing #scotus nomination. we're expecting a name next week. sources say down to judges gorsuch, hardiman, pryor."
-1,why abortion reversal can and does work:
-1,choose progress #wrestling 2
0,Equality in the states is a nice step forward to a better America.
0,most important choice @realdonaldtrump will make in first month on its way. his list very good and this #scotus nominee will be from it.
0,#Liberals don't realize they conceded the debate. Now - per Shaw - we are just going to haggle over price.
1,"what is wrong with @etinosatv 's video? rape is not sex &amp; can't ""turn"" into sex. rape is never a joke, rape jokes promote ."
0,hearing #trump is going to move up his #scotus pic to tuesday-feeling the heat on the #muslimban &amp; wants to change the subject
0,release: @vahousedems statement on #scotus #redistricting decision in .
0,majority supports swift confirmation of originalist supreme court judge via @dailysignal
-1,A nation that kills its own children is a nation without hope. -Pope Saint John Paul II
1,We live in a world where people care more about religious rights than consent & reproductive rights....
1,this is what it looks like when lawmakers let their personal beliefs drive public policy
0,"your opinion will not change the presidency, but your actions can change the world"
0,"#womensmarch: ""whether it's fighting for #marriageequality at #scotus or #environmental justice here in la, nothing of value comes easily."""
1,"you'll #standwithpp if you actually care about access to health care, @realdonaldtrump. @ppact"
-1,"pam tebow #chooselife. her story continues to inspire many, ""mrs. tebow, i did not abort my baby because you did not abort yours."""
-1,#prolifegen news: the one where missy almost vomited
0,@femenomenal as long as the fun balances the work is should be a blast. an work can also be fun. something i learned after my 15 year
0,a sure sign of a man's strength is... @10millionmiler #quote #inspiration #love #marriage rt @drlauraprogram
-1,Of course an embryo is a person! If it were a puppy there'd be no desire to abort it.
0,maybe @senatedems should withhold consideration until #scotus justice nominated by the winner of the popular vote.
-1,this literally makes me sick to my stomach. it is more important than ever that we are raising up the
-1,never be afraid to stand alone.
-1,"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support"
0,best wishes on
0,".@tedcruz: ""that is not a desire of my heart."""
1,So prolifers are against health rights?
1,"24,001 nurses. please count me in too."
-1,mt @marylene58: so beautiful and angelic. please .
0,what's the economic impact of child #marriage? new report by @wbg_education &amp; @icrw says it will cost trillions.
-1,There should be no law or funding which justifies the murder of innocent life.
-1,"""pro-life day"" in the alabama house of representatives."
-1,"Before I formed you in the womb I knew you, before you were born I set you apart - Jeremiah 1:5"
